# Stars — format: id,name,ra_hours,dec_degrees,magnitude,type
# To expand: replace with HYG Database CSV (github.com/astronexus/HYG-Database)
# Stars from HYG Database — id,name,ra_hours,dec_degrees,magnitude,type
HIP92314,HIP 92314,18.814978,-26.047039,9.11,star
HIP92315,HIP 92315,18.815007,-60.264468,8.08,star
HIP92316,HIP 92316,18.815177,0.584129,11.9,star
HIP92317,HIP 92317,18.815248,16.256764,7.9,star
HIP92318,HIP 92318,18.815394,-56.470594,8.62,star
HIP92319,HIP 92319,18.815452,24.055871,6.55,star
HIP92320,HIP 92320,18.815592,-2.502231,9.56,star
HIP92321,HIP 92321,18.816065,21.16702,7.13,star
HIP92322,HIP 92322,18.816396,-8.458679,7.8,star
HIP92323,HIP 92323,18.816498,-13.905043,7.79,star
HIP92324,HIP 92324,18.816732,-28.383113,9.54,star
HIP92325,HIP 92325,18.816948,34.541503,7.71,star
HIP92326,HIP 92326,18.817206,-42.927915,9.4,star
HIP92327,HIP 92327,18.817302,-34.548983,9.8,star
HIP92328,HIP 92328,18.817363,-52.83507,8.64,star
HIP92329,HIP 92329,18.817526,-32.710418,6.69,star
HIP92330,HIP 92330,18.817632,-63.269526,7.39,star
HIP92331,HIP 92331,18.817949,5.504353,9.24,star
HIP92332,HIP 92332,18.818499,-86.195404,7.98,star
HIP92333,HIP 92333,18.818601,-57.335518,9.04,star
HIP92334,HIP 92334,18.818643,45.321326,8.58,star
HIP92335,HIP 92335,18.818858,47.515787,7.6,star
HIP92336,HIP 92336,18.818951,83.905064,6.86,star
HIP92337,HIP 92337,18.819025,12.746609,8.72,star
HIP92338,HIP 92338,18.819243,31.559157,8.42,star
HIP92339,HIP 92339,18.819736,14.658098,7.12,star
HIP92340,HIP 92340,18.819792,-10.241063,9.84,star
HIP92341,HIP 92341,18.820092,-9.638764,10.94,star
HIP92342,HIP 92342,18.820174,-62.371378,8.91,star
HIP92343,HIP 92343,18.820382,27.720162,6.98,star
HIP92344,HIP 92344,18.820501,61.958909,9.89,star
HIP92345,HIP 92345,18.820603,-45.768874,9.3,star
HIP92346,HIP 92346,18.820636,25.046567,6.74,star
HIP92347,HIP 92347,18.82066,21.494607,10.31,star
HIP92348,HIP 92348,18.820694,-72.954909,8.45,star
HIP92349,HIP 92349,18.820961,-0.981453,7.75,star
HIP92350,HIP 92350,18.821434,-34.74916,6.59,star
HIP92351,HIP 92351,18.822164,-8.312583,7.07,star
HIP92352,HIP 92352,18.822408,43.73439,6.54,star
HIP92353,HIP 92353,18.822505,-36.635415,8.66,star
HIP92354,HIP 92354,18.822635,19.717139,8.86,star
HIP92355,HIP 92355,18.822718,-14.39461,8.05,star
HIP92356,HIP 92356,18.82296,-28.286387,9.1,star
HIP92358,HIP 92358,18.823152,-81.270691,8.28,star
HIP92359,HIP 92359,18.823328,33.700903,7.0,star
HIP92360,HIP 92360,18.823407,-18.282365,8.52,star
HIP92361,HIP 92361,18.823458,-46.330849,8.68,star
HIP92362,HIP 92362,18.823847,64.468383,9.45,star
HIP92363,HIP 92363,18.823993,-29.077689,9.19,star
HIP92364,HIP 92364,18.824071,-11.788478,8.21,star
HIP92365,HIP 92365,18.824137,-49.715743,8.12,star
HIP92366,HIP 92366,18.82415,29.334747,9.02,star
HIP92367,HIP 92367,18.824257,-45.8101,5.8,star
HIP92368,HIP 92368,18.824319,-52.848976,8.83,star
HIP92369,HIP 92369,18.82435,57.839933,7.95,star
HIP92370,HIP 92370,18.824608,-16.723026,7.56,star
HIP92371,HIP 92371,18.824717,7.88136,9.55,star
HIP92372,HIP 92372,18.824822,12.144655,9.32,star
HIP92373,HIP 92373,18.82497,-50.712051,10.04,star
HIP92374,HIP 92374,18.825032,18.187088,8.95,star
HIP92375,HIP 92375,18.825289,-58.947772,7.92,star
HIP92376,HIP 92376,18.82535,58.70258,8.66,star
HIP92377,HIP 92377,18.825569,-10.380013,7.47,star
HIP92378,HIP 92378,18.82566,-64.79008,8.04,star
HIP92379,HIP 92379,18.825696,23.897189,8.43,star
HIP92380,HIP 92380,18.826119,-7.567166,8.05,star
HIP92381,HIP 92381,18.82636,22.953871,8.08,star
HIP92382,Eta2CrA,18.826388,-43.434102,5.6,star
HIP92383,HIP 92383,18.826462,-78.679255,9.65,star
HIP92384,HIP 92384,18.826488,-19.142342,6.77,star
HIP92385,HIP 92385,18.826909,-27.125098,7.66,star
HIP92386,HIP 92386,18.826998,0.836197,6.24,star
HIP92387,HIP 92387,18.827246,38.42772,7.9,star
HIP92388,HIP 92388,18.827319,13.218609,8.59,star
HIP92389,HIP 92389,18.827733,-25.613233,8.91,star
HIP92390,29    Sgr,18.827807,-20.324656,5.22,star
HIP92391,HIP 92391,18.828043,-5.912863,5.99,star
HIP92392,HIP 92392,18.82808,-33.597961,7.7,star
HIP92393,HIP 92393,18.828465,15.934543,6.68,star
HIP92395,HIP 92395,18.828789,36.676408,8.28,star
HIP92394,HIP 92394,18.828799,-72.995722,6.04,star
HIP92396,HIP 92396,18.828912,31.629461,6.64,star
HIP92397,HIP 92397,18.829008,-31.54079,9.05,star
HIP92398,8Nu 1Lyr,18.82942,32.81282,5.93,star
HIP92399,HIP 92399,18.829648,-20.010668,8.47,star
HIP92400,HIP 92400,18.829879,20.844261,11.29,star
HIP92401,HIP 92401,18.830141,11.167564,8.05,star
HIP92402,HIP 92402,18.830188,-59.599404,8.71,star
HIP92403,Ross 154,18.830369,-23.836232,10.37,star
HIP92404,HIP 92404,18.830539,40.735985,7.74,star
HIP92405,9Nu 2Lyr,18.831366,32.551058,5.22,star
HIP92406,HIP 92406,18.831554,22.718726,8.77,star
HIP92407,HIP 92407,18.831725,-54.53466,8.6,star
HIP92408,HIP 92408,18.83186,78.839561,8.05,star
HIP92409,HIP 92409,18.831889,8.519693,8.93,star
HIP92410,HIP 92410,18.832159,26.425157,7.1,star
HIP92411,HIP 92411,18.832349,-67.286898,7.72,star
HIP92412,HIP 92412,18.832571,-52.122046,7.1,star
HIP92413,HIP 92413,18.832854,-56.439454,9.47,star
HIP92414,HIP 92414,18.833417,20.721259,9.34,star
HIP92416,HIP 92416,18.833503,6.221865,9.5,star
HIP92415,HIP 92415,18.83353,-39.348325,8.26,star
HIP92417,HIP 92417,18.833565,3.088114,10.73,star
HIP92418,HIP 92418,18.833905,15.311511,7.52,star
HIP92419,HIP 92419,18.834245,29.815268,7.61,star
HIP92421,HIP 92421,18.834658,-39.810544,9.37,star
HIP92420,Sheliak,18.834665,33.362667,3.52,star
HIP92422,HIP 92422,18.834866,-6.417043,8.66,star
HIP92423,HIP 92423,18.834882,-8.385583,8.69,star
HIP92424,HIP 92424,18.835631,-9.328489,11.36,star
HIP92425,HIP 92425,18.835676,-42.211176,7.56,star
HIP92426,HIP 92426,18.83579,-3.62267,6.93,star
HIP92427,HIP 92427,18.835951,-33.59808,8.11,star
HIP92428,HIP 92428,18.836427,13.920942,8.64,star
HIP92429,HIP 92429,18.83667,-22.848187,7.2,star
HIP92430,HIP 92430,18.836677,-33.523755,8.73,star
HIP92431,HIP 92431,18.83671,78.966054,7.87,star
HIP92432,HIP 92432,18.837131,-54.359682,7.85,star
HIP92433,HIP 92433,18.837314,-49.263491,9.66,star
HIP92434,HIP 92434,18.837486,11.522679,7.11,star
HIP92435,HIP 92435,18.837688,18.4034,7.93,star
HIP92436,HIP 92436,18.83836,60.837552,6.69,star
HIP92437,HIP 92437,18.838453,-45.141082,11.56,star
HIP92438,HIP 92438,18.838489,-63.930409,9.19,star
HIP92439,HIP 92439,18.838494,30.376879,8.23,star
HIP92440,HIP 92440,18.83871,46.635704,8.85,star
HIP92441,HIP 92441,18.838789,-45.143047,9.97,star
HIP92442,HIP 92442,18.838899,-7.907617,6.82,star
HIP92444,HIP 92444,18.839215,-26.923634,9.65,star
HIP92443,HIP 92443,18.839298,-38.646555,11.85,star
HIP92445,HIP 92445,18.839359,54.300969,7.45,star
HIP92446,HIP 92446,18.839481,2.943142,8.79,star
HIP92447,HIP 92447,18.839541,51.146945,8.42,star
HIP92448,HIP 92448,18.839797,-30.220494,9.41,star
HIP92449,HIP 92449,18.840147,24.106717,6.85,star
HIP92450,HIP 92450,18.840463,7.458236,6.88,star
HIP92451,HIP 92451,18.840718,-62.051034,10.74,star
HIP92452,HIP 92452,18.841036,15.940187,10.84,star
HIP92453,HIP 92453,18.841197,-11.006319,9.05,star
HIP92454,HIP 92454,18.841777,-36.814929,7.71,star
HIP92455,HIP 92455,18.841956,42.912145,7.31,star
HIP92456,HIP 92456,18.841992,-13.572262,6.48,star
HIP92458,HIP 92458,18.842039,-72.904125,8.6,star
HIP92457,HIP 92457,18.842077,50.896146,9.03,star
HIP92459,HIP 92459,18.842399,-48.379273,8.04,star
HIP92460,HIP 92460,18.842606,51.871347,8.39,star
HIP92461,HIP 92461,18.843143,61.981457,8.22,star
HIP92462,HIP 92462,18.843414,-53.963256,7.95,star
HIP92463,HIP 92463,18.843754,-26.770484,7.22,star
HIP92464,HIP 92464,18.843755,-58.71027,8.99,star
HIP92465,HIP 92465,18.844034,-34.367617,8.97,star
HIP92466,HIP 92466,18.844137,-0.360707,8.36,star
HIP92467,HIP 92467,18.844397,49.767536,8.75,star
HIP92468,HIP 92468,18.844455,39.340167,7.28,star
HIP92469,HIP 92469,18.844479,-22.266414,8.18,star
HIP92470,HIP 92470,18.844826,-47.779741,7.07,star
HIP92471,HIP 92471,18.844949,-36.468049,8.77,star
HIP92472,HIP 92472,18.845333,43.957429,7.05,star
HIP92473,HIP 92473,18.845659,52.849074,9.02,star
HIP92474,HIP 92474,18.845843,-40.405684,8.08,star
HIP92475,HIP 92475,18.845986,10.976392,6.37,star
HIP92476,HIP 92476,18.846337,-34.305123,7.36,star
HIP92477,HIP 92477,18.846437,8.702802,8.87,star
HIP92478,HIP 92478,18.847158,24.719984,8.57,star
HIP92480,30    Sgr,18.847359,-22.16219,6.29,star
HIP92479,HIP 92479,18.847408,27.730544,8.04,star
HIP92481,HIP 92481,18.847956,35.697222,8.93,star
HIP92482,HIP 92482,18.848093,-52.300046,7.7,star
HIP92483,HIP 92483,18.848763,70.329957,8.81,star
HIP92484,HIP 92484,18.849005,-49.586794,9.44,star
HIP92485,HIP 92485,18.849429,-30.961406,7.99,star
HIP92486,HIP 92486,18.849575,10.302518,10.33,star
HIP92488,HIP 92488,18.849586,-9.774096,5.82,star
HIP92487,HIP 92487,18.849625,-41.062687,6.5,star
HIP92489,HIP 92489,18.849818,69.882637,9.82,star
HIP92490,HIP 92490,18.849869,-41.062448,9.27,star
HIP92491,HIP 92491,18.849965,-20.29523,6.84,star
HIP92492,HIP 92492,18.850006,-17.781395,9.98,star
HIP92493,HIP 92493,18.850225,-17.789034,8.46,star
HIP92494,HIP 92494,18.850261,0.246326,8.85,star
HIP92496,HIP 92496,18.850342,34.393905,7.15,star
HIP92495,HIP 92495,18.85035,-38.085803,9.44,star
HIP92497,HIP 92497,18.850361,15.01986,9.09,star
HIP92498,HIP 92498,18.850871,-13.447298,8.35,star
HIP92499,HIP 92499,18.851455,-74.464891,10.06,star
HIP92500,HIP 92500,18.851493,19.396195,9.14,star
HIP92501,HIP 92501,18.851503,-3.26114,6.89,star
HIP92502,HIP 92502,18.851659,-37.247799,7.55,star
HIP92503,HIP 92503,18.851694,-23.051513,9.01,star
HIP92504,HIP 92504,18.851748,-32.879334,9.12,star
HIP92505,HIP 92505,18.85177,-20.3001,7.5,star
HIP92506,HIP 92506,18.852088,38.976372,8.79,star
HIP92507,HIP 92507,18.852216,-6.279182,8.47,star
HIP92508,HIP 92508,18.852428,-39.17487,6.98,star
HIP92509,HIP 92509,18.85269,-83.563033,7.66,star
HIP92510,HIP 92510,18.852708,-7.79882,8.67,star
HIP92511,HIP 92511,18.853191,-26.018567,8.81,star
HIP92513,HIP 92513,18.853331,46.7382,7.71,star
HIP92512,47Omi Dra,18.853348,59.388351,4.63,star
HIP92514,HIP 92514,18.853567,52.305592,9.25,star
HIP92515,HIP 92515,18.85439,-16.161801,8.34,star
HIP92516,HIP 92516,18.854412,18.672662,8.75,star
HIP92517,HIP 92517,18.854688,-6.353089,9.36,star
HIP92518,HIP 92518,18.854821,-72.186973,8.99,star
HIP92519,HIP 92519,18.85548,-44.475695,7.55,star
HIP92520,HIP 92520,18.855501,66.903171,8.68,star
HIP92521,HIP 92521,18.855523,-17.154283,6.87,star
HIP92522,HIP 92522,18.855795,28.271737,10.85,star
HIP92523,HIP 92523,18.856134,62.654434,8.42,star
HIP92524,8    Aql,18.856155,-3.317857,6.08,star
HIP92525,HIP 92525,18.856358,-41.528046,7.55,star
HIP92526,HIP 92526,18.856388,65.227609,9.0,star
HIP92527,HIP 92527,18.856517,-30.118239,8.1,star
HIP92528,HIP 92528,18.856535,17.344888,8.83,star
HIP92529,HIP 92529,18.856575,-14.683887,8.16,star
HIP92530,HIP 92530,18.856645,-51.520215,7.42,star
HIP92531,HIP 92531,18.856713,-50.420125,10.02,star
HIP92532,HIP 92532,18.85698,38.626571,7.15,star
HIP92533,HIP 92533,18.856957,3.851149,8.94,star
HIP92534,HIP 92534,18.857084,-39.853954,8.69,star
HIP92535,HIP 92535,18.857334,-27.16423,7.21,star
HIP92537,HIP 92537,18.857454,39.320587,7.28,star
HIP92538,HIP 92538,18.857467,51.06528,7.8,star
HIP92539,HIP 92539,18.857705,40.402586,8.76,star
HIP92540,HIP 92540,18.858177,-34.953777,8.49,star
HIP92541,HIP 92541,18.858206,45.133717,7.23,star
HIP92542,HIP 92542,18.858242,1.408211,8.83,star
HIP92543,HIP 92543,18.858352,-45.855476,8.58,star
HIP92544,HIP 92544,18.858692,-38.850508,8.32,star
HIP92545,HIP 92545,18.858781,-62.647088,7.61,star
HIP92546,HIP 92546,18.859255,-1.552738,8.92,star
HIP92547,HIP 92547,18.859672,-60.895789,7.45,star
HIP92548,HIP 92548,18.859698,10.250441,10.6,star
HIP92549,HIP 92549,18.859712,52.975117,5.51,star
HIP92550,HIP 92550,18.85997,28.783671,6.22,star
HIP92551,HIP 92551,18.860144,36.539092,6.1,star
HIP92552,HIP 92552,18.86038,-35.383404,7.93,star
HIP92553,HIP 92553,18.860537,-1.044426,8.22,star
HIP92554,HIP 92554,18.860574,30.092932,8.47,star
HIP92555,HIP 92555,18.860584,60.434113,8.32,star
HIP92556,HIP 92556,18.860895,51.264096,9.28,star
HIP92557,HIP 92557,18.861083,7.156293,8.43,star
HIP92558,HIP 92558,18.861308,-40.58546,8.97,star
HIP92559,HIP 92559,18.861389,-1.759788,8.82,star
HIP92560,HIP 92560,18.861482,-47.2258,9.59,star
HIP92561,HIP 92561,18.86181,-55.147345,7.9,star
HIP92562,HIP 92562,18.861841,4.608313,8.48,star
HIP92563,HIP 92563,18.861895,20.87306,8.99,star
HIP92564,HIP 92564,18.862049,-29.317474,9.26,star
HIP92565,HIP 92565,18.86215,13.518577,8.07,star
HIP92566,HIP 92566,18.862201,5.044151,9.04,star
HIP92567,HIP 92567,18.862772,-52.395239,7.36,star
HIP92568,HIP 92568,18.86301,74.460495,8.24,star
HIP92569,HIP 92569,18.863451,3.031022,7.51,star
HIP92570,HIP 92570,18.863518,41.465137,7.36,star
HIP92571,HIP 92571,18.863549,77.143667,8.4,star
HIP92572,HIP 92572,18.864106,-16.510487,8.49,star
HIP92573,HIP 92573,18.864219,16.58328,10.16,star
HIP92574,HIP 92574,18.864301,55.418065,8.22,star
HIP92575,HIP 92575,18.864314,54.905629,8.83,star
HIP92576,HIP 92576,18.864373,-24.654451,8.02,star
HIP92577,HIP 92577,18.864558,50.967778,9.23,star
HIP92578,HIP 92578,18.864839,53.065815,7.78,star
HIP92579,HIP 92579,18.865029,31.394097,8.11,star
HIP92580,HIP 92580,18.865033,-28.200225,8.68,star
HIP92581,HIP 92581,18.865116,29.238437,8.79,star
HIP92582,HIP 92582,18.865561,49.560391,9.83,star
HIP92583,HIP 92583,18.865718,-57.934754,7.89,star
HIP92585,HIP 92585,18.866012,-32.641692,9.66,star
HIP92586,HIP 92586,18.866122,-83.316353,7.17,star
HIP92587,HIP 92587,18.866127,10.780243,8.09,star
HIP92588,HIP 92588,18.866513,6.598663,8.99,star
HIP92589,HIP 92589,18.86653,-9.271327,9.37,star
HIP92590,HIP 92590,18.867084,37.516527,7.33,star
HIP92591,HIP 92591,18.867114,32.374297,8.57,star
HIP92592,HIP 92592,18.867203,-54.301989,8.52,star
HIP92593,HIP 92593,18.867201,13.965647,6.19,star
HIP92594,HIP 92594,18.86728,59.667035,6.96,star
HIP92595,HIP 92595,18.867345,-8.460585,9.17,star
HIP92596,HIP 92596,18.867734,-37.153044,9.38,star
HIP92597,HIP 92597,18.868466,-64.592963,9.45,star
HIP92598,HIP 92598,18.86861,27.260263,7.59,star
HIP92599,HIP 92599,18.868681,41.383244,6.28,star
HIP92600,HIP 92600,18.868743,11.798343,8.47,star
HIP92601,HIP 92601,18.868865,-6.992006,8.65,star
HIP92602,HIP 92602,18.868992,-21.921527,6.58,star
HIP92603,HIP 92603,18.869114,-44.536442,7.0,star
HIP92604,HIP 92604,18.86944,-73.607933,7.81,star
HIP92605,HIP 92605,18.86957,4.528983,8.55,star
HIP92606,HIP 92606,18.869638,39.454378,8.95,star
HIP92607,HIP 92607,18.869665,53.63377,9.58,star
HIP92608,HIP 92608,18.869983,-41.709195,6.47,star
HIP92609,Lam Pav,18.870288,-62.187593,4.22,star
HIP92610,HIP 92610,18.87035,-25.349587,9.47,star
HIP92611,HIP 92611,18.87055,-35.151575,8.44,star
HIP92612,HIP 92612,18.870813,26.026364,7.15,star
HIP92613,HIP 92613,18.870846,39.430385,8.94,star
HIP92614,112    Her,18.87123,21.425142,5.43,star
HIP92615,HIP 92615,18.871252,43.709932,7.44,star
HIP92617,HIP 92617,18.871457,9.263433,9.45,star
HIP92616,HIP 92616,18.871468,33.357896,8.65,star
HIP92618,HIP 92618,18.871656,-35.62403,7.88,star
HIP92619,HIP 92619,18.871661,34.819761,10.16,star
HIP92620,HIP 92620,18.871843,14.535496,6.55,star
HIP92621,HIP 92621,18.872295,-41.177134,9.16,star
HIP92622,HIP 92622,18.872391,-44.335996,8.18,star
HIP92623,HIP 92623,18.872561,52.060089,8.43,star
HIP92624,HIP 92624,18.872795,24.337778,9.54,star
HIP92625,HIP 92625,18.873012,-58.942271,9.13,star
HIP92626,HIP 92626,18.873551,26.745559,7.96,star
HIP92627,HIP 92627,18.87371,-61.176132,8.75,star
HIP92628,HIP 92628,18.873805,-3.725641,7.08,star
HIP92629,HIP 92629,18.874159,-57.196136,8.17,star
HIP92630,HIP 92630,18.874229,-46.595119,5.51,star
HIP92631,HIP 92631,18.874286,26.534928,8.24,star
HIP92632,HIP 92632,18.874289,29.521358,8.31,star
HIP92633,HIP 92633,18.874412,-42.002767,10.62,star
HIP92634,HIP 92634,18.874504,-2.664303,9.1,star
HIP92635,HIP 92635,18.874532,-26.65077,6.28,star
HIP92636,HIP 92636,18.874653,25.075857,8.16,star
HIP92637,HIP 92637,18.874656,48.40391,9.83,star
HIP92638,HIP 92638,18.874822,11.210149,10.34,star
HIP92639,HIP 92639,18.875726,-36.584176,8.59,star
HIP92640,HIP 92640,18.875773,44.415213,8.82,star
HIP92642,HIP 92642,18.876832,-12.358898,9.52,star
HIP92641,HIP 92641,18.876829,26.688931,7.98,star
HIP92643,HIP 92643,18.876957,-29.379676,6.12,star
HIP92644,HIP 92644,18.87715,-38.594056,8.34,star
HIP92645,HIP 92645,18.877469,-60.22336,8.13,star
HIP92646,Kap Tel,18.877675,-52.10737,5.18,star
HIP92647,HIP 92647,18.877855,6.907806,8.77,star
HIP92648,HIP 92648,18.877863,4.053265,7.99,star
HIP92649,HIP 92649,18.878246,-30.734062,6.64,star
HIP92650,HIP 92650,18.878452,-20.239025,8.88,star
HIP92651,HIP 92651,18.878566,35.479545,7.48,star
HIP92652,HIP 92652,18.87857,58.703333,9.21,star
HIP92653,HIP 92653,18.880288,57.429185,9.34,star
HIP92654,HIP 92654,18.880432,-4.763449,9.2,star
HIP92655,HIP 92655,18.880817,22.675891,10.01,star
HIP92656,HIP 92656,18.881238,-57.127032,12.11,star
HIP92657,HIP 92657,18.881612,22.169644,9.98,star
HIP92658,HIP 92658,18.88178,-45.571129,8.3,star
HIP92659,HIP 92659,18.882075,21.456567,8.0,star
HIP92660,HIP 92660,18.882097,-15.329487,7.93,star
HIP92661,HIP 92661,18.882152,-41.226151,8.44,star
HIP92662,HIP 92662,18.882234,-18.259189,7.58,star
HIP92663,HIP 92663,18.882552,-19.119234,8.24,star
HIP92664,HIP 92664,18.882913,-28.145249,8.18,star
HIP92665,HIP 92665,18.883013,17.351039,8.64,star
HIP92666,HIP 92666,18.883097,37.317637,7.99,star
HIP92667,HIP 92667,18.883171,-11.437337,8.95,star
HIP92668,HIP 92668,18.883258,43.713473,7.21,star
HIP92669,HIP 92669,18.883305,-46.586329,6.17,star
HIP92670,HIP 92670,18.883379,7.832508,8.64,star
HIP92671,HIP 92671,18.883457,-16.381475,7.01,star
HIP92672,HIP 92672,18.883583,71.787226,6.97,star
HIP92673,HIP 92673,18.883703,64.787667,8.23,star
HIP92674,HIP 92674,18.883836,-9.575521,6.27,star
HIP92675,HIP 92675,18.883909,8.723911,8.15,star
HIP92676,HIP 92676,18.883987,-48.360913,6.17,star
HIP92677,HIP 92677,18.884589,74.088266,7.4,star
HIP92678,HIP 92678,18.884623,-49.656536,8.61,star
HIP92679,HIP 92679,18.884906,7.885678,7.78,star
HIP92680,HIP 92680,18.884964,-50.180522,8.43,star
HIP92681,HIP 92681,18.884972,-77.056552,8.23,star
HIP92682,HIP 92682,18.885147,-18.636838,6.77,star
HIP92683,HIP 92683,18.885508,1.75547,7.71,star
HIP92684,HIP 92684,18.885546,-4.056322,8.52,star
HIP92685,HIP 92685,18.886193,-23.367024,8.76,star
HIP92686,HIP 92686,18.886483,-4.732055,7.42,star
HIP92687,HIP 92687,18.886667,-51.931437,6.3,star
HIP92688,HIP 92688,18.886815,-46.771624,9.11,star
HIP92689,HIP 92689,18.887096,50.708221,4.92,star
HIP92690,HIP 92690,18.887104,-73.629667,6.93,star
HIP92691,HIP 92691,18.88715,38.931117,7.78,star
HIP92693,HIP 92693,18.8872,10.179256,8.13,star
HIP92692,HIP 92692,18.887219,-52.588775,8.1,star
HIP92694,HIP 92694,18.887354,-10.220131,7.77,star
HIP92695,HIP 92695,18.88741,-11.350752,8.3,star
HIP92696,HIP 92696,18.887734,33.474474,8.29,star
HIP92697,HIP 92697,18.88785,50.655977,7.62,star
HIP92698,HIP 92698,18.88787,-31.291611,9.59,star
HIP92699,HIP 92699,18.888206,21.225761,9.76,star
HIP92700,HIP 92700,18.88847,40.995192,6.6,star
HIP92701,HIP 92701,18.888961,25.375772,7.6,star
HIP92702,HIP 92702,18.889369,37.59506,8.75,star
HIP92703,HIP 92703,18.88942,31.805996,9.58,star
HIP92704,HIP 92704,18.889438,-45.733765,10.07,star
HIP92705,HIP 92705,18.890007,-52.254835,7.65,star
HIP92706,HIP 92706,18.890131,5.97146,8.61,star
HIP92707,HIP 92707,18.890587,-64.897467,8.49,star
HIP92708,HIP 92708,18.890622,24.277999,8.45,star
HIP92709,HIP 92709,18.890677,-23.99148,8.79,star
HIP92710,HIP 92710,18.891088,18.020898,7.93,star
HIP92711,HIP 92711,18.891093,0.870289,7.99,star
HIP92712,HIP 92712,18.891246,34.623082,7.78,star
HIP92713,HIP 92713,18.891256,42.902612,6.61,star
HIP92714,HIP 92714,18.891399,44.129128,7.79,star
HIP92715,HIP 92715,18.891639,9.658566,7.4,star
HIP92716,HIP 92716,18.891953,-0.570541,9.34,star
HIP92717,HIP 92717,18.892556,75.787372,6.33,star
HIP92718,HIP 92718,18.892715,15.265549,9.54,star
HIP92719,HIP 92719,18.893002,-67.672404,9.05,star
HIP92720,HIP 92720,18.893922,37.985246,7.9,star
HIP92721,HIP 92721,18.893998,-21.051531,8.07,star
HIP92722,HIP 92722,18.894366,-68.798058,8.23,star
HIP92723,HIP 92723,18.894712,-31.991999,6.8,star
HIP92724,HIP 92724,18.894855,5.464897,9.06,star
HIP92725,HIP 92725,18.894919,14.204394,9.44,star
HIP92726,HIP 92726,18.894949,-5.543871,8.78,star
HIP92727,HIP 92727,18.895197,-74.958277,7.41,star
HIP92728,11Del1Lyr,18.895433,36.971721,5.58,star
HIP92729,HIP 92729,18.895749,60.017872,7.05,star
HIP92730,HIP 92730,18.896071,-69.829739,8.14,star
HIP92731,HIP 92731,18.896194,57.486557,6.24,star
HIP92732,HIP 92732,18.896809,50.08346,8.26,star
HIP92733,HIP 92733,18.896835,-19.797128,6.98,star
HIP92734,HIP 92734,18.89707,-37.976514,9.01,star
HIP92735,HIP 92735,18.89722,-30.421361,12.45,star
HIP92736,HIP 92736,18.897396,42.171056,8.58,star
HIP92737,HIP 92737,18.897903,35.772713,7.39,star
HIP92738,HIP 92738,18.898279,82.370026,6.89,star
HIP92739,HIP 92739,18.898383,40.323767,7.85,star
HIP92740,HIP 92740,18.898875,-9.370311,7.04,star
HIP92741,HIP 92741,18.899174,15.259897,8.52,star
HIP92742,HIP 92742,18.899232,-54.906284,8.41,star
HIP92744,HIP 92744,18.899673,-60.965015,8.87,star
HIP92743,HIP 92743,18.899679,6.014367,8.68,star
HIP92745,HIP 92745,18.899802,67.121058,7.53,star
HIP92746,HIP 92746,18.89998,-4.627201,8.27,star
HIP92747,33    Sgr,18.900025,-21.359845,5.68,star
HIP92748,HIP 92748,18.900101,-31.198669,8.67,star
HIP92749,HIP 92749,18.900336,36.126372,9.42,star
HIP92750,HIP 92750,18.900446,-47.274375,6.89,star
HIP92751,HIP 92751,18.900638,36.855619,8.73,star
HIP92752,HIP 92752,18.901098,20.475976,9.03,star
HIP92753,HIP 92753,18.901142,-28.610308,9.37,star
HIP92754,HIP 92754,18.901371,-51.516005,9.74,star
HIP92755,HIP 92755,18.90178,-54.356083,9.18,star
HIP92756,HIP 92756,18.901829,-54.353164,10.43,star
HIP92757,HIP 92757,18.902117,15.006306,7.24,star
HIP92758,HIP 92758,18.902163,-22.570374,7.63,star
HIP92759,HIP 92759,18.902408,-36.656559,9.79,star
HIP92760,HIP 92760,18.902539,-47.263179,7.31,star
HIP92761,Ainalrami,18.902827,-22.744834,4.86,star
HIP92762,HIP 92762,18.902846,13.060806,8.47,star
HIP92763,HIP 92763,18.903019,-13.626271,7.78,star
HIP92764,HIP 92764,18.903255,36.914387,8.64,star
HIP92765,HIP 92765,18.903541,39.367244,9.05,star
HIP92766,HIP 92766,18.903559,-7.325221,8.94,star
HIP92767,HIP 92767,18.903673,38.856641,9.3,star
HIP92768,HIP 92768,18.90368,27.909528,5.64,star
HIP92769,HIP 92769,18.903769,36.733451,7.61,star
HIP92770,HIP 92770,18.903819,-1.546866,8.43,star
HIP92771,HIP 92771,18.903986,41.225794,7.32,star
HIP92772,HIP 92772,18.904124,2.97532,8.57,star
HIP92773,HIP 92773,18.904375,-75.817407,8.49,star
HIP92774,HIP 92774,18.904464,-59.094645,8.76,star
HIP92775,HIP 92775,18.904707,42.983438,9.96,star
HIP92776,HIP 92776,18.905001,-19.932986,8.3,star
HIP92777,HIP 92777,18.90579,-40.822492,9.13,star
HIP92778,HIP 92778,18.90607,13.389755,7.22,star
HIP92779,HIP 92779,18.906091,10.808334,6.54,star
HIP92780,HIP 92780,18.906327,-24.768989,7.31,star
HIP92781,HIP 92781,18.906445,-4.605171,9.05,star
HIP92782,52Ups Dra,18.90661,71.297192,4.82,star
HIP92783,HIP 92783,18.906805,-13.00584,9.03,star
HIP92784,HIP 92784,18.90743,-27.83334,8.8,star
HIP92785,HIP 92785,18.907834,20.359903,7.18,star
HIP92786,HIP 92786,18.907855,-60.621702,7.84,star
